order_id,customer_id,product_id,order_date,quantity,unit_price,shipping_cost,total_amount,profit,order_status
22626,4383,913,2025-12-28,1,22.99,13.34,22.99,5.27,Delivered
22627,7510,25266,2026-01-02,2,7.3,5.75,14.6,3.58,Shipped
22628,3779,10929,2024-12-02,5,13.81,14.1,69.05,10.25,Shipped
22629,8351,5359,2025-04-17,3,20.8,13.03,62.4,13.83,Shipped
22630,3633,7752,2026-02-13,4,79.99,9.44,319.96,70.07,Cancelled
22631,3978,11835,2026-01-25,1,29.99,14.29,29.99,4.58,Shipped
22632,9100,7412,2024-11-25,1,637.57,11.02,637.57,189.18,Delivered
22633,3551,2303,2025-02-13,5,7.07,10.75,35.35,10.38,Shipped
22634,9841,23886,2025-04-11,5,12.25,2.4,61.25,6.2,Delivered
22635,7138,14009,2024-11-30,5,43.72,13.45,218.6,36.23,Cancelled
22636,1704,4501,2024-06-28,4,40.0,11.61,160.0,44.51,Shipped
22637,8324,20232,2025-07-31,2,10.95,5.25,21.9,3.92,Delivered
22638,6615,4060,2026-05-14,3,70.96,3.29,212.88,34.89,Cancelled
22639,3303,20209,2025-11-25,2,22.43,10.11,44.86,9.98,Cancelled
22640,6456,5606,2025-02-08,1,19.72,4.8,19.72,5.41,Cancelled
22641,5511,14741,2025-10-02,5,50.0,4.92,250.0,40.19,Cancelled
22642,4951,25327,2024-11-22,5,29.99,14.42,149.95,35.78,Delivered
22643,8323,26375,2025-12-11,4,105.01,8.44,420.04,79.41,Delivered
22644,7634,641,2025-04-19,1,9.56,10.48,9.56,2.25,Shipped
22645,1120,1064,2026-01-03,1,3.85,5.55,3.85,1.15,Delivered
22646,3757,4442,2026-03-14,4,15.03,11.63,60.12,16.57,Delivered
22647,8932,1954,2025-02-05,5,19.95,5.89,99.75,25.88,Delivered
22648,98,23830,2025-09-19,2,29.78,8.16,59.56,9.27,Delivered
22649,9128,20219,2025-03-05,5,18.95,2.56,94.75,20.7,Cancelled
22650,9092,24155,2025-06-09,4,16.99,6.46,67.96,19.25,Shipped
22651,5983,19299,2024-06-25,3,17.94,8.67,53.82,10.61,Cancelled
22652,9344,16697,2025-12-06,3,15.95,9.57,47.85,7.93,Cancelled
22653,871,10946,2024-12-27,1,31.99,10.11,31.99,9.53,Cancelled
22654,2093,6805,2025-05-07,2,34.74,10.21,69.48,19.84,Delivered
22655,6405,15268,2024-12-27,2,49.89,2.95,99.78,20.38,Delivered
22656,87,21528,2026-03-19,1,18.44,9.86,18.44,3.46,Cancelled
22657,3334,7820,2026-03-20,3,32.88,13.06,98.64,10.44,Delivered
22658,8033,25159,2025-04-09,1,21.15,11.33,21.15,2.19,Delivered
22659,8424,4682,2024-07-16,1,13.34,2.02,13.34,1.88,Shipped
22660,8668,25816,2024-10-03,5,26.39,12.24,131.95,26.71,Shipped
22661,8005,16479,2026-04-06,2,99.99,3.67,199.98,33.19,Shipped
22662,6554,8830,2026-01-20,2,13.99,5.9,27.98,6.94,Delivered
22663,1156,7207,2025-06-30,5,8.09,12.11,40.45,11.62,Shipped
22664,2557,13889,2026-01-20,2,149.99,7.61,299.98,44.91,Cancelled
22665,1441,25010,2025-04-10,1,15.0,10.98,15.0,1.6,Cancelled
22666,5644,2686,2025-11-05,5,8.97,11.45,44.85,11.27,Cancelled
22667,7843,24146,2024-11-20,2,12.79,9.71,25.58,7.26,Shipped
22668,317,1615,2025-08-24,4,177.64,4.58,710.56,210.89,Shipped
22669,7571,19448,2024-08-04,3,17.71,4.6,53.13,14.92,Shipped
22670,2281,5218,2024-12-07,5,36.87,7.98,184.35,35.51,Shipped
22671,2658,16600,2024-06-23,5,50.46,13.64,252.3,30.37,Shipped
22672,2054,818,2025-08-21,2,30.26,11.01,60.52,7.42,Delivered
22673,6965,6116,2026-02-21,5,75.99,11.51,379.95,45.14,Shipped
22674,655,23311,2025-05-06,3,89.99,4.17,269.97,33.63,Shipped
22675,8319,5656,2024-11-11,5,7.96,3.5,39.8,4.44,Delivered
22676,4707,8173,2025-04-20,1,30.2,12.15,30.2,6.68,Delivered
22677,6792,22971,2024-12-30,1,8.56,12.9,8.56,0.99,Delivered
22678,2140,7264,2025-06-06,5,31.99,9.96,159.95,39.71,Cancelled
22679,3669,23379,2024-08-19,1,59.99,13.43,59.99,12.76,Delivered
22680,3643,10015,2025-07-12,1,37.49,10.93,37.49,10.41,Shipped
22681,3423,14795,2025-03-20,2,4.79,11.13,9.58,2.38,Delivered
22682,8604,19015,2025-10-13,4,55.96,12.69,223.84,25.11,Shipped
22683,2919,17497,2024-11-06,4,77.3,3.02,309.2,33.27,Delivered
22684,4596,28007,2024-09-20,1,143.95,9.19,143.95,29.03,Delivered
22685,9763,1357,2025-11-02,1,30.75,14.78,30.75,8.04,Cancelled
22686,9840,2358,2026-04-22,4,12.88,14.88,51.52,9.01,Cancelled
22687,8924,2669,2026-02-06,2,21.99,14.22,43.98,5.8,Cancelled
22688,3087,20855,2026-02-22,4,8.68,7.74,34.72,6.09,Shipped
22689,248,24759,2025-08-03,3,75.37,13.06,226.11,66.12,Shipped
22690,5580,4423,2026-01-19,3,13.99,11.49,41.97,5.2,Shipped
22691,5839,18289,2026-03-02,2,39.99,14.49,79.98,21.29,Shipped
22692,6443,16493,2024-08-31,4,182.69,9.13,730.76,154.9,Delivered
22693,100,24818,2025-11-11,5,51.0,13.46,255.0,70.19,Delivered
22694,6072,1328,2026-02-11,3,7.14,7.46,21.42,2.16,Cancelled
22695,2469,2071,2025-04-04,3,11.31,9.84,33.93,7.86,Shipped
22696,8133,19620,2025-06-04,2,23.51,12.81,47.02,6.54,Shipped
22697,6583,23214,2024-09-03,3,29.95,10.06,89.85,16.44,Delivered
22698,5927,11614,2025-08-04,4,19.99,7.71,79.96,11.35,Cancelled
22699,7593,9134,2025-11-07,4,88.88,4.61,355.52,64.62,Shipped
22700,9388,17693,2026-01-24,4,17.38,8.7,69.52,9.82,Cancelled
22701,8328,6669,2025-09-02,3,61.99,5.46,185.97,38.55,Cancelled
22702,635,25483,2026-04-30,5,43.6,2.23,218.0,28.09,Shipped
22703,577,10482,2025-08-20,5,16.99,6.57,84.95,18.67,Shipped
22704,732,3167,2026-03-05,4,5.66,13.24,22.64,5.48,Shipped
22705,9687,7240,2026-01-27,3,16.99,2.09,50.97,7.05,Cancelled
22706,1353,6069,2024-09-18,5,7.12,11.81,35.6,8.47,Cancelled
22707,1100,6497,2024-05-19,4,9.99,13.82,39.96,9.12,Shipped
22708,7720,2002,2026-01-05,1,8.98,9.71,8.98,1.53,Delivered
22709,1275,8035,2025-07-22,2,7.53,11.75,15.06,2.52,Delivered
22710,2998,2789,2024-07-14,3,74.99,10.26,224.97,24.43,Cancelled
22711,9529,12985,2024-11-07,4,211.37,9.38,845.48,168.45,Delivered
22712,2753,2165,2025-10-20,5,21.74,13.28,108.7,30.87,Cancelled
22713,8773,20673,2026-05-14,2,33.18,12.57,66.36,18.34,Shipped
22714,6221,5331,2024-11-02,5,64.09,4.64,320.45,41.31,Cancelled
22715,967,16696,2024-08-24,3,34.68,13.42,104.04,30.94,Shipped
22716,8105,29083,2024-06-17,2,39.95,5.63,79.9,11.26,Delivered
22717,9406,4481,2025-09-14,4,11.95,8.2,47.8,10.71,Cancelled
22718,4428,23952,2024-10-01,5,8.39,9.19,41.95,11.33,Shipped
22719,3443,3752,2024-11-18,3,12.03,10.59,36.09,10.81,Delivered
22720,1628,13964,2025-08-14,1,11.88,10.82,11.88,2.38,Shipped
22721,4842,7203,2025-05-25,2,36.42,13.96,72.84,18.91,Delivered
22722,7147,4722,2025-06-18,1,8.75,14.29,8.75,1.47,Delivered
22723,344,22057,2025-11-30,2,7.54,9.2,15.08,4.3,Cancelled
22724,2449,29154,2024-08-24,5,41.88,11.42,209.4,30.81,Delivered
22725,2161,15829,2026-04-19,4,53.06,10.29,212.24,61.19,Shipped
22726,7932,19478,2026-02-12,1,7.99,5.04,7.99,1.2,Shipped
22727,9509,25121,2026-01-22,4,109.47,11.25,437.88,56.81,Cancelled
22728,3047,26747,2025-09-22,2,9.99,8.86,19.98,4.31,Cancelled
22729,5023,20513,2025-01-19,5,25.09,7.11,125.45,36.75,Cancelled
22730,4262,14086,2025-01-05,2,7.78,4.36,15.56,2.41,Delivered
22731,8235,17230,2024-06-30,2,9.43,4.28,18.86,4.48,Cancelled
22732,432,4655,2025-05-10,2,26.96,7.14,53.92,6.41,Delivered
22733,1180,22878,2024-08-19,1,8.99,3.23,8.99,1.13,Shipped
22734,886,24694,2025-01-13,2,16.62,6.28,33.24,7.0,Cancelled
22735,8413,2389,2024-11-03,2,28.55,13.85,57.1,7.57,Cancelled
22736,1830,6172,2024-10-23,2,115.89,4.58,231.78,56.78,Delivered
22737,8802,28656,2024-12-05,3,69.99,13.59,209.97,33.11,Delivered
22738,8913,24935,2025-12-08,1,193.38,12.64,193.38,57.48,Shipped
22739,2076,24238,2024-11-27,1,19.99,3.49,19.99,5.21,Delivered
22740,3571,28188,2025-12-13,1,405.16,12.08,405.16,110.21,Cancelled
22741,4944,9037,2025-05-12,4,17.82,9.78,71.28,15.89,Cancelled
22742,9093,13377,2024-10-21,1,47.31,2.16,47.31,8.02,Cancelled
22743,4997,8354,2024-09-11,4,22.88,3.96,91.52,20.99,Shipped
22744,6083,11920,2025-12-15,3,6.75,14.18,20.25,4.04,Shipped
22745,6154,25957,2024-05-28,1,99.99,6.36,99.99,10.27,Shipped
22746,4730,5841,2024-11-21,2,29.94,13.78,59.88,9.5,Shipped
22747,7855,14317,2025-08-26,5,69.98,9.61,349.9,48.27,Cancelled
22748,7084,15297,2024-06-23,1,11.83,10.77,11.83,2.67,Shipped
22749,4355,23703,2024-11-01,3,25.29,13.43,75.87,18.2,Shipped
22750,9859,978,2025-11-18,3,24.07,7.14,72.21,18.44,Delivered
22751,7523,12393,2025-07-22,5,16.99,8.33,84.95,13.76,Delivered
22752,3691,1239,2026-03-30,5,69.99,13.24,349.95,70.26,Delivered
22753,4572,7526,2025-03-27,5,6.73,14.3,33.65,5.4,Delivered
22754,1836,21618,2026-04-19,4,3.89,13.73,15.56,3.31,Shipped
22755,99,23730,2026-04-23,3,18.99,8.22,56.97,10.85,Shipped
22756,8696,17107,2025-11-03,1,20.0,9.63,20.0,5.84,Cancelled
22757,5976,9530,2025-01-07,2,22.03,13.28,44.06,12.74,Delivered
22758,9942,13382,2026-02-02,3,12.99,14.88,38.97,5.39,Shipped
22759,5493,18761,2024-09-04,5,7.49,2.28,37.45,4.81,Shipped
22760,49,8179,2025-01-07,1,10.39,10.65,10.39,1.94,Delivered
22761,9240,11625,2025-08-15,3,11.04,14.35,33.12,7.65,Shipped
22762,7982,10258,2024-06-18,2,44.99,13.22,89.98,22.5,Cancelled
22763,3260,19135,2024-07-16,5,7.32,6.1,36.6,10.24,Cancelled
22764,2841,22121,2025-06-08,3,346.92,11.43,1040.76,166.91,Cancelled
22765,2862,27766,2025-01-05,1,34.95,3.13,34.95,8.66,Shipped
22766,4838,15017,2026-01-18,2,16.65,12.15,33.3,7.79,Cancelled
22767,7590,8591,2026-04-05,1,6.49,4.62,6.49,1.03,Cancelled
22768,9248,4855,2024-06-23,3,58.99,12.34,176.97,19.52,Cancelled
22769,4048,7727,2025-11-03,3,32.87,13.51,98.61,29.09,Delivered
22770,4599,10351,2024-08-12,3,10.09,8.0,30.27,6.97,Cancelled
22771,4545,12116,2026-01-14,5,14.48,4.95,72.4,15.07,Delivered
22772,7440,26740,2024-08-11,4,9.99,13.43,39.96,4.91,Shipped
22773,3013,5356,2024-11-08,3,93.12,5.48,279.36,56.32,Delivered
22774,692,1721,2026-03-04,1,7.95,2.31,7.95,1.7,Shipped
22775,4502,21859,2025-12-20,1,7.94,11.96,7.94,1.19,Cancelled
22776,9095,28864,2024-05-31,1,6.0,2.73,6.0,1.27,Cancelled
22777,2140,1187,2024-06-12,4,111.99,12.4,447.96,129.49,Delivered
22778,145,19308,2024-08-06,5,14.48,11.44,72.4,12.4,Delivered
22779,9145,11253,2025-05-04,3,8.99,2.69,26.97,4.95,Delivered
22780,9520,25492,2026-01-15,3,951.44,5.94,2854.32,654.54,Cancelled
22781,3617,28932,2025-03-07,5,33.67,6.22,168.35,35.29,Cancelled
22782,8920,3339,2024-09-16,1,8.47,8.37,8.47,1.99,Cancelled
22783,2452,7047,2025-04-10,2,12.39,3.76,24.78,2.84,Cancelled
22784,4579,14225,2024-05-30,5,27.93,11.84,139.65,33.7,Delivered
22785,3085,6101,2026-01-24,2,39.0,8.19,78.0,21.88,Delivered
22786,1290,21571,2025-02-07,5,12.95,5.19,64.75,8.08,Delivered
22787,562,17253,2025-07-18,3,8.22,3.97,24.66,6.54,Shipped
22788,8248,4352,2025-10-22,3,9.3,7.32,27.9,6.27,Shipped
22789,9322,8328,2025-03-30,1,12.58,7.34,12.58,1.48,Shipped
22790,6289,5103,2024-11-30,5,22.99,5.81,114.95,19.23,Cancelled
22791,9145,16917,2026-01-26,1,8.61,6.38,8.61,2.32,Shipped
22792,9077,18231,2025-11-15,4,434.98,13.66,1739.92,449.84,Cancelled
22793,2916,27478,2024-09-15,2,53.64,9.32,107.28,26.36,Shipped
22794,2068,2855,2025-12-12,5,34.95,11.29,174.75,37.51,Shipped
22795,8954,11829,2025-03-28,3,239.95,9.92,719.85,159.91,Delivered
22796,2587,10804,2026-02-08,4,142.64,3.61,570.56,152.21,Shipped
22797,9543,18986,2026-05-10,1,0.39,5.55,0.39,0.05,Shipped
22798,8872,28635,2025-10-20,2,6.42,11.76,12.84,1.38,Shipped
22799,2032,21726,2026-05-09,3,13.99,4.42,41.97,11.57,Cancelled
22800,326,28803,2026-02-21,1,204.31,2.22,204.31,38.0,Delivered
22801,8106,16078,2026-01-28,5,21.14,2.27,105.7,28.48,Cancelled
22802,9386,6650,2024-05-28,2,14.66,8.04,29.32,8.68,Shipped
22803,9264,22432,2024-06-28,3,139.0,10.98,417.0,54.25,Delivered
22804,5104,16443,2025-11-06,4,14.98,13.65,59.92,11.1,Cancelled
22805,3059,25350,2025-08-26,3,8.22,6.29,24.66,2.89,Shipped
22806,7922,13936,2026-02-04,4,16.73,7.88,66.92,15.25,Cancelled
22807,1161,300,2025-10-03,2,114.94,12.16,229.88,27.27,Cancelled
22808,3038,21826,2025-05-03,5,129.97,8.68,649.85,77.06,Cancelled
22809,9143,17917,2025-12-10,3,26.66,6.1,79.98,10.49,Cancelled
22810,7343,21966,2025-12-26,5,23.45,12.79,117.25,25.54,Shipped
22811,4217,27155,2025-11-23,5,39.21,6.49,196.05,38.31,Delivered
22812,5256,22729,2024-07-06,4,60.47,4.0,241.88,33.13,Shipped
22813,8624,5863,2026-02-02,3,28.68,7.88,86.04,22.19,Delivered
22814,4272,28298,2024-12-05,1,10.0,3.01,10.0,2.31,Shipped
22815,8529,17539,2026-05-02,5,21.99,13.31,109.95,25.44,Shipped
22816,6262,22009,2024-07-20,4,21.99,6.37,87.96,11.73,Delivered
22817,3067,25630,2025-02-14,3,12.84,3.42,38.52,7.65,Delivered
22818,9215,23213,2024-11-25,3,24.99,4.21,74.97,17.35,Shipped
22819,314,12085,2025-10-07,1,8.1,10.46,8.1,1.47,Cancelled
22820,7357,4686,2025-09-22,5,5.97,8.5,29.85,6.04,Cancelled
22821,253,17906,2025-02-10,2,5.2,9.1,10.4,1.48,Delivered
22822,7682,17367,2026-04-08,3,9.5,7.06,28.5,6.8,Shipped
22823,6608,15943,2025-10-03,4,29.27,9.08,117.08,25.47,Cancelled
22824,561,16208,2025-08-26,3,22.99,13.04,68.97,19.8,Cancelled
22825,1181,27261,2025-11-03,3,27.08,5.58,81.24,19.43,Delivered
22826,3833,13705,2025-05-11,5,24.84,8.45,124.2,35.85,Shipped
22827,5431,16305,2026-04-16,3,15.25,11.31,45.75,9.44,Cancelled
22828,9081,23224,2025-02-23,3,13.95,13.66,41.85,6.9,Delivered
22829,2165,3227,2025-07-24,5,29.97,7.44,149.85,36.17,Delivered
22830,914,27145,2025-01-18,1,4.74,5.65,4.74,1.3,Delivered
22831,3108,17718,2025-08-26,2,10.26,9.06,20.52,4.09,Cancelled
22832,3242,17915,2025-11-01,5,9.37,10.26,46.85,9.87,Cancelled
22833,357,7631,2026-01-15,5,148.79,6.45,743.95,80.49,Shipped
22834,8313,16421,2026-04-30,4,40.5,12.79,162.0,47.67,Shipped
22835,4001,263,2026-04-16,4,99.99,4.69,399.96,47.92,Delivered
22836,9633,25245,2025-08-19,4,28.31,3.25,113.24,20.31,Delivered
22837,2922,28325,2024-06-09,3,13.34,11.28,40.02,10.87,Delivered
22838,1181,11485,2026-01-18,1,47.69,4.51,47.69,11.1,Cancelled
22839,8134,10972,2026-02-27,1,169.99,3.37,169.99,20.45,Shipped
22840,3641,20860,2024-08-26,5,293.52,7.24,1467.6,353.58,Shipped
22841,3782,22585,2025-03-07,2,6.23,6.08,12.46,2.15,Delivered
22842,9472,16806,2024-06-18,4,12.5,9.59,50.0,13.29,Delivered
22843,1435,29429,2026-01-17,2,24.99,3.13,49.98,5.06,Shipped
22844,3617,201,2024-09-08,3,16.99,13.27,50.97,10.98,Shipped
22845,6530,16514,2025-07-06,2,182.99,2.09,365.98,101.76,Delivered
22846,7960,8390,2024-12-12,3,11.08,10.54,33.24,4.0,Shipped
22847,7740,26791,2024-11-12,2,7.99,6.76,15.98,3.93,Delivered
22848,648,18726,2025-02-14,4,3.79,12.82,15.16,3.54,Shipped
22849,5443,28645,2026-01-14,1,24.99,6.35,24.99,3.64,Shipped
22850,1198,27447,2025-11-08,5,64.72,13.25,323.6,34.11,Shipped
22851,2667,679,2024-08-16,2,24.95,3.73,49.9,10.35,Delivered
22852,3749,4808,2024-11-25,5,1424.0,2.97,7120.0,1377.27,Shipped
22853,1110,20555,2025-07-02,3,71.51,11.05,214.53,51.03,Cancelled
22854,9471,27427,2025-04-09,4,61.23,4.47,244.92,36.24,Shipped
22855,8437,2489,2024-06-22,3,8.28,7.99,24.84,3.73,Delivered
22856,9312,26981,2024-12-05,1,30.99,8.84,30.99,4.77,Cancelled
22857,4545,14037,2024-09-15,5,17.4,2.67,87.0,22.97,Delivered
22858,7734,26978,2026-04-12,1,23.63,10.41,23.63,3.67,Delivered
22859,2828,21291,2024-09-30,1,19.99,9.46,19.99,3.6,Delivered
22860,1716,20061,2024-06-19,3,24.97,14.49,74.91,15.67,Delivered
22861,6071,28025,2026-03-18,3,11.43,9.74,34.29,8.69,Cancelled
22862,273,25908,2025-07-11,5,69.95,5.36,349.75,56.9,Delivered
22863,7008,24644,2024-11-13,3,9.99,12.71,29.97,7.34,Shipped
22864,7502,20619,2025-07-12,3,13.95,13.72,41.85,7.63,Cancelled
22865,4727,13114,2025-04-06,1,7.42,8.1,7.42,1.19,Shipped
22866,4015,24606,2025-01-17,2,29.99,2.89,59.98,12.62,Shipped
22867,545,17649,2026-03-23,3,8.99,9.82,26.97,6.15,Shipped
22868,9679,18823,2026-03-12,3,79.99,13.02,239.97,43.54,Delivered
22869,4069,1026,2024-11-07,5,249.99,8.95,1249.95,159.81,Cancelled
22870,222,10461,2024-07-06,2,6.29,11.02,12.58,2.7,Shipped
22871,4005,13218,2024-07-21,4,25.31,8.39,101.24,13.05,Delivered
22872,8509,22780,2025-02-21,3,2.98,5.75,8.94,1.14,Shipped
22873,5018,10890,2026-03-31,1,7.75,2.1,7.75,2.08,Shipped
22874,5593,12676,2025-08-06,5,169.97,10.01,849.85,97.63,Cancelled
22875,9305,12562,2025-07-08,2,12.94,9.36,25.88,5.78,Shipped
22876,7213,8150,2024-06-14,4,20.5,12.92,82.0,8.61,Delivered
22877,1402,14954,2025-03-21,3,19.37,12.65,58.11,16.43,Shipped
22878,4168,25678,2025-12-21,3,5.52,2.36,16.56,3.85,Delivered
22879,1031,4685,2025-12-17,2,2750.0,14.63,5500.0,1023.4,Cancelled
22880,426,11265,2024-11-15,3,32.06,7.69,96.18,16.91,Delivered
22881,2168,22662,2026-04-10,1,79.99,7.88,79.99,19.92,Cancelled
22882,1870,12070,2025-05-22,1,20.74,14.83,20.74,3.63,Cancelled
22883,4527,6532,2024-07-30,1,49.25,2.23,49.25,13.48,Delivered
22884,7263,19150,2024-09-30,3,19.99,2.0,59.97,17.0,Delivered
22885,7795,5444,2026-02-04,4,9.82,9.82,39.28,6.78,Cancelled
22886,3384,1214,2025-07-16,3,4.98,8.35,14.94,2.71,Cancelled
22887,8570,26294,2025-03-06,5,20.19,12.07,100.95,14.18,Shipped
22888,7754,20659,2024-09-27,4,16.9,8.25,67.6,17.0,Cancelled
22889,9338,20761,2025-01-18,4,85.08,8.5,340.32,92.47,Cancelled
22890,9087,28551,2024-07-27,3,31.16,11.74,93.48,27.98,Cancelled
22891,7033,12687,2025-10-08,3,69.99,6.97,209.97,46.82,Delivered
22892,7414,26160,2025-02-26,3,29.99,6.32,89.97,12.61,Cancelled
22893,6580,28347,2025-09-29,2,16.06,13.3,32.12,8.54,Cancelled
22894,9683,4816,2025-01-01,4,17.32,2.56,69.28,13.01,Shipped
22895,4650,7937,2026-04-14,1,19.99,3.76,19.99,5.61,Delivered
22896,1537,4664,2025-05-18,1,29.99,5.81,29.99,8.12,Shipped
22897,8981,20685,2025-05-22,2,20.03,11.45,40.06,9.01,Delivered
22898,791,26507,2025-09-03,2,29.99,7.25,59.98,13.66,Shipped
22899,4407,28019,2026-01-15,4,21.7,5.16,86.8,14.77,Cancelled
22900,5450,11630,2024-10-23,2,109.0,2.62,218.0,31.82,Cancelled
22901,21,29359,2026-03-07,2,37.12,9.59,74.24,20.46,Delivered
22902,3543,9105,2025-01-25,1,44.95,11.3,44.95,10.25,Delivered
22903,4205,14569,2024-08-29,2,140.65,2.69,281.3,56.17,Shipped
22904,569,4409,2024-10-23,5,49.69,13.3,248.45,25.36,Delivered
22905,6618,25686,2024-11-25,4,19.85,8.88,79.4,9.4,Shipped
22906,9980,8444,2025-07-12,3,0.98,8.74,2.94,0.74,Cancelled
22907,3573,15392,2025-03-03,3,3.39,10.12,10.17,2.29,Cancelled
22908,6479,3846,2025-10-18,4,8.28,4.5,33.12,9.77,Shipped
22909,9098,1556,2026-03-01,1,8.95,13.24,8.95,0.99,Shipped
22910,5092,27906,2025-03-23,3,14.98,12.16,44.94,5.62,Cancelled
22911,5019,20741,2024-11-16,3,57.93,11.32,173.79,19.06,Shipped
22912,7588,11213,2025-11-07,1,26.47,9.67,26.47,4.34,Delivered
22913,6369,17143,2025-10-12,2,8.98,13.09,17.96,3.48,Cancelled
22914,8679,2931,2025-10-22,4,26.99,10.39,107.96,15.52,Cancelled
22915,7324,4543,2024-07-19,4,29.99,14.64,119.96,24.99,Cancelled
22916,9436,16466,2024-06-08,5,11.0,2.96,55.0,11.95,Cancelled
22917,1243,2766,2025-05-13,3,11.95,10.19,35.85,6.15,Shipped
22918,2616,12147,2026-02-13,4,7.96,6.94,31.84,8.28,Delivered
22919,5029,5477,2024-07-12,1,40.78,11.36,40.78,4.58,Shipped
22920,7707,14650,2025-02-19,5,55.99,9.67,279.95,42.75,Shipped
22921,7884,16006,2024-08-17,2,129.0,5.8,258.0,61.67,Shipped
22922,7570,13815,2025-12-20,2,10.69,4.62,21.38,4.07,Cancelled
22923,6425,26624,2024-10-20,5,7.96,3.08,39.8,8.94,Shipped
22924,4466,10185,2025-10-26,3,5.49,6.73,16.47,3.86,Shipped
22925,2653,28251,2026-04-16,5,82.99,11.48,414.95,123.81,Delivered
22926,6317,2425,2025-04-07,5,23.95,14.37,119.75,30.27,Cancelled
22927,9001,26335,2026-04-22,4,6.94,6.43,27.76,7.2,Delivered
22928,9809,8356,2025-09-07,1,22.42,8.34,22.42,6.5,Cancelled
22929,1514,1022,2025-10-30,3,7.0,13.4,21.0,5.97,Cancelled
22930,4736,20057,2025-08-26,4,7.49,7.02,29.96,8.45,Shipped
22931,5025,1105,2025-05-02,4,82.93,6.02,331.72,95.8,Cancelled
22932,5858,2436,2025-07-31,4,7.87,13.91,31.48,3.88,Shipped
22933,8247,28403,2026-02-02,2,4.93,14.39,9.86,2.24,Shipped
22934,3110,27804,2026-01-05,5,235.28,8.04,1176.4,175.96,Cancelled
22935,1145,12037,2025-01-06,4,5.97,5.51,23.88,5.91,Delivered
22936,3865,21965,2024-07-16,3,61.36,8.74,184.08,34.43,Shipped
22937,6200,26533,2024-08-20,1,30.95,5.39,30.95,8.02,Cancelled
22938,9743,3359,2025-12-23,3,79.28,6.37,237.84,51.02,Shipped
22939,4449,67,2025-10-01,5,23.78,5.5,118.9,25.79,Delivered
22940,135,6357,2025-05-21,2,12.78,4.68,25.56,7.38,Shipped
22941,4088,1889,2024-07-14,2,329.98,10.66,659.96,109.64,Delivered
22942,6351,13553,2024-06-18,3,12.99,3.93,38.97,7.29,Delivered
22943,68,22660,2024-08-16,4,14.3,10.38,57.2,14.17,Shipped
22944,5816,840,2025-12-13,2,17.29,2.65,34.58,7.42,Cancelled
22945,404,6534,2025-08-28,2,11.44,13.95,22.88,6.51,Delivered
22946,2580,11224,2024-07-02,5,3.37,3.82,16.85,1.69,Cancelled
22947,4405,9248,2024-08-02,3,31.99,5.8,95.97,24.59,Delivered
22948,4200,19926,2026-03-23,1,7.95,11.59,7.95,1.92,Shipped
22949,3117,8211,2024-12-24,4,89.95,11.1,359.8,100.11,Shipped
22950,1228,17402,2026-01-12,5,131.0,10.62,655.0,166.3,Cancelled
22951,6440,5816,2024-12-03,5,6.29,13.31,31.45,5.93,Delivered
22952,8165,17646,2026-04-03,1,14.95,2.34,14.95,1.64,Shipped
22953,9868,10950,2025-07-29,4,8.84,2.19,35.36,7.74,Delivered
22954,8453,5986,2024-12-14,5,24.95,13.69,124.75,21.72,Shipped
22955,6047,3131,2026-02-03,5,18.39,3.3,91.95,15.44,Shipped
22956,2071,27508,2024-05-23,1,299.95,3.49,299.95,82.85,Shipped
22957,3567,8647,2026-05-06,2,18.4,13.33,36.8,9.38,Cancelled
22958,5483,20547,2024-11-25,2,39.79,4.49,79.58,22.56,Cancelled
22959,900,13730,2025-05-18,5,79.69,14.88,398.45,98.16,Shipped
22960,8264,20738,2025-12-15,3,22.73,4.74,68.19,17.92,Shipped
22961,9122,2025,2025-03-03,4,6.54,6.05,26.16,4.1,Cancelled
22962,9595,24054,2024-08-04,5,7.95,10.53,39.75,4.95,Shipped
22963,765,28139,2025-05-01,1,10.92,5.59,10.92,1.31,Cancelled
22964,4571,10900,2026-01-07,5,39.99,5.15,199.95,59.05,Shipped
22965,7779,16334,2025-09-18,2,32.96,14.27,65.92,9.01,Cancelled
22966,5043,24451,2025-10-17,1,6.36,6.14,6.36,1.67,Shipped
22967,362,23096,2025-06-07,1,209.99,11.25,209.99,27.83,Cancelled
22968,318,7391,2025-06-02,5,7.0,6.87,35.0,4.16,Cancelled
22969,3476,10840,2025-08-31,2,49.95,11.2,99.9,13.37,Delivered
22970,5343,26774,2024-09-18,3,49.34,2.12,148.02,36.46,Delivered
22971,4691,4073,2025-05-24,1,64.97,13.06,64.97,12.01,Cancelled
22972,1306,3557,2024-12-24,4,15.56,14.99,62.24,13.88,Cancelled
22973,9029,28150,2026-02-19,5,32.71,8.36,163.55,46.73,Delivered
22974,5760,1413,2025-08-26,2,40.41,3.62,80.82,22.23,Cancelled
22975,2364,24569,2025-01-06,2,54.98,6.1,109.96,21.28,Shipped
22976,4632,4712,2025-07-01,5,74.99,8.34,374.95,76.49,Shipped
22977,1466,1559,2024-09-11,5,10.49,14.32,52.45,10.7,Cancelled
22978,8518,7518,2024-09-04,5,15.46,8.17,77.3,8.21,Shipped
22979,4606,18299,2024-07-27,3,148.13,2.7,444.39,132.48,Cancelled
22980,3636,4976,2025-07-15,1,12.99,11.85,12.99,2.79,Shipped
